agency,budget_type,appropriation_id,enacted_amount,enacted_type,text,page,description,year
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60569,100000.0,appropriation,"36 Boys and Girls Club (60569) .................... 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60569,100000.0,appropriation,"36 Boys and Girls Club (60569) .................... 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60606,200000.0,appropriation,"42 (60606) ........................................ 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60606,200000.0,appropriation,"42 (60606) ........................................ 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60606,200000.0,appropriation,"42 (60606) ........................................ 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60570,200000.0,appropriation,"46 Inc. (60570) ................................... 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60570,200000.0,appropriation,"46 Inc. (60570) ................................... 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60570,200000.0,appropriation,"46 Inc. (60570) ................................... 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60607,100000.0,appropriation,"8 (60607) ........................................ 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60607,100000.0,appropriation,"8 (60607) ........................................ 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60607,100000.0,appropriation,"8 (60607) ........................................ 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60573,150000.0,appropriation,"10 thal Center (60573) ............................ 150,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60573,150000.0,appropriation,"10 thal Center (60573) ............................ 150,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60573,150000.0,appropriation,"10 thal Center (60573) ............................ 150,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60517,75000.0,appropriation,"12 dren's Cafe (60517) ............................. 75,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60517,75000.0,appropriation,"12 dren's Cafe (60517) ............................. 75,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60517,75000.0,appropriation,"12 dren's Cafe (60517) ............................. 75,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60518,100000.0,appropriation,"14 United HDFC / Los Sures (60518) ................ 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60518,100000.0,appropriation,"14 United HDFC / Los Sures (60518) ................ 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60518,100000.0,appropriation,"14 United HDFC / Los Sures (60518) ................ 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15266,30000.0,appropriation,"16 Community Food Program (15266) .................. 30,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15266,30000.0,appropriation,"16 Community Food Program (15266) .................. 30,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15266,30000.0,appropriation,"16 Community Food Program (15266) .................. 30,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15265,10000.0,appropriation,"18 Chess 4 Kids, Inc. (15265) ..................... 10,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15265,10000.0,appropriation,"18 Chess 4 Kids, Inc. (15265) ..................... 10,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15265,10000.0,appropriation,"18 Chess 4 Kids, Inc. (15265) ..................... 10,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15280,50000.0,appropriation,"20 Institute (15280) ............................... 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15280,50000.0,appropriation,"20 Institute (15280) ............................... 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15280,50000.0,appropriation,"20 Institute (15280) ............................... 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15295,50000.0,appropriation,"27 Development Corp (15295) ........................ 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15295,50000.0,appropriation,"27 Development Corp (15295) ........................ 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15295,50000.0,appropriation,"27 Development Corp (15295) ........................ 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60574,50000.0,appropriation,"29 Youth Agency (60574) ............................ 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60574,50000.0,appropriation,"29 Youth Agency (60574) ............................ 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60574,50000.0,appropriation,"29 Youth Agency (60574) ............................ 50,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60633,100000.0,appropriation,"31 Youth Agency (60633) ........................... 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60633,100000.0,appropriation,"31 Youth Agency (60633) ........................... 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60633,100000.0,appropriation,"31 Youth Agency (60633) ........................... 100,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60500,550000.0,appropriation,"43 New York (60500) ............................... 550,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60500,550000.0,appropriation,"43 New York (60500) ............................... 550,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60500,550000.0,appropriation,"43 New York (60500) ............................... 550,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60609,5000000.0,appropriation,"45 New York (60609) ............................. 5,000,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60609,5000000.0,appropriation,"45 New York (60609) ............................. 5,000,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60609,5000000.0,appropriation,"45 New York (60609) ............................. 5,000,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60638,75000.0,appropriation,"49 United (60638) .................................. 75,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60638,75000.0,appropriation,"49 United (60638) .................................. 75,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60638,75000.0,appropriation,"49 United (60638) .................................. 75,000",524,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13931,2800000.0,appropriation,"29 collaborators (13931) ........................ 2,800,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13931,2800000.0,appropriation,"29 collaborators (13931) ........................ 2,800,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13931,2800000.0,appropriation,"29 collaborators (13931) ........................ 2,800,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15022,175000.0,appropriation,"39 Club of Harlem (15022) ......................... 175,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15022,175000.0,appropriation,"39 Club of Harlem (15022) ......................... 175,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15022,175000.0,appropriation,"39 Club of Harlem (15022) ......................... 175,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15029,135000.0,appropriation,"43 Queens (15029) ................................. 135,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15029,135000.0,appropriation,"43 Queens (15029) ................................. 135,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15029,135000.0,appropriation,"43 Queens (15029) ................................. 135,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60612,500000.0,appropriation,"47 New York (60612) ............................... 500,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60612,500000.0,appropriation,"47 New York (60612) ............................... 500,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60612,500000.0,appropriation,"47 New York (60612) ............................... 500,000",525,Enacted appropriation should appear as reappropriation in executive budget,2025
